899.4017415,899.7908367,24.0,0.04,0.030303030303030304,0.03447515025914636
899.7947768,900.8342178,24.0,0.04,0.03333333333333333,0.03525442437511402
900.8346656,901.9340136,24.0,0.04,0.03225806451612903,0.03519895415835349
901.9344737,903.2247251,24.0,0.04,0.03225806451612903,0.03593228468478746
903.2251861,904.3680816,24.0,0.04,0.03225806451612903,0.03525667261095514
904.3688705,905.4548191,24.0,0.04,0.03225806451612903,0.03669060521730154
905.4552825,906.6011755,24.0,0.04,0.03333333333333333,0.036357121805397664
906.6016358,907.7712669,24.0,0.04,0.034482758620689655,0.03672081175529451
907.771731,908.957962,24.0,0.04,0.03333333333333333,0.0362695675971538
908.9584281,910.0899602,24.0,0.04,0.03225806451612903,0.036979694799494575
910.0904208,911.2038916,24.0,0.04,0.034482758620689655,0.03776724488793454
911.2043543,912.3448307,24.0,0.04,0.03333333333333333,0.03728576340645305
912.3452944,913.3746294,24.0,0.04,0.03571428571428571,0.038177045177045184
913.3750832,914.6403483,23.0,0.041666666666666664,0.03333333333333333,0.038004561211457774
