399.4448734,399.8295633,25.0,0.038461538461538464,0.03125,0.034549251435027295
399.8334258,400.6171804,25.0,0.038461538461538464,0.03333333333333333,0.035488330315916514
400.6176363,401.4187754,25.0,0.038461538461538464,0.030303030303030304,0.035426499984689636
401.4192438,402.3631823,25.0,0.038461538461538464,0.03125,0.03619058583498239
402.3636465,403.127335,25.0,0.038461538461538464,0.03225806451612903,0.03594131746801379
403.1278039,403.8308798,25.0,0.038461538461538464,0.03125,0.03530785107293728
403.8313337,404.6966003,25.0,0.038461538461538464,0.03225806451612903,0.034904343586212326
404.6970614,405.4393623,25.0,0.038461538461538464,0.03333333333333333,0.03498971973109904
405.4398184,406.1678035,25.0,0.038461538461538464,0.03125,0.03450924180102434
406.1682735,406.8928198,25.0,0.038461538461538464,0.03225806451612903,0.034547727022699204
406.8932806,407.6729853,25.0,0.038461538461538464,0.03333333333333333,0.0351042061386889
407.6734513,408.4015468,25.0,0.038461538461538464,0.03333333333333333,0.0353280914487811
408.4020175,409.127097,25.0,0.038461538461538464,0.03333333333333333,0.03515613377682343
409.1275562,410.0439665,24.0,0.04,0.03225806451612903,0.034622814296896606
410.044429,410.7418027,24.0,0.04,0.03125,0.03513602672869913
410.7422596,411.5213846,24.0,0.04,0.030303030303030304,0.034463223961903044
411.5218414,412.2294339,24.0,0.04,0.030303030303030304,0.03419591968201534
412.2299147,412.9733796,24.0,0.04,0.03225806451612903,0.0353391393141115
412.9738432,413.655986,24.0,0.04,0.03125,0.03513034985963239
413.6564489,414.3550233,24.0,0.04,0.03225806451612903,0.0353208199949023
414.3555014,415.080846,24.0,0.04,0.03333333333333333,0.03565216201423098
415.0813082,415.9209637,24.0,0.04,0.03225806451612903,0.035558259912542446
415.9214314,416.5827919,24.0,0.04,0.03225806451612903,0.03534074898034854
416.58325,417.3287399,24.0,0.04,0.03333333333333333,0.03645885787265098
417.3292006,418.0460256,24.0,0.04,0.03225806451612903,0.03667229019898653
418.0464749,418.8521861,24.0,0.04,0.03333333333333333,0.036393176427659185
418.8531483,419.656315,24.0,0.04,0.03333333333333333,0.03644271118409049
419.6567789,420.5603134,24.0,0.04,0.03333333333333333,0.037013732755112064
420.5607811,421.1844103,24.0,0.04,0.03225806451612903,0.037185040539323075
421.1848712,421.9271937,24.0,0.04,0.03225806451612903,0.037126586860179736
421.9276593,422.6879313,24.0,0.04,0.03333333333333333,0.03617193662021249
422.6884021,423.4301162,24.0,0.04,0.03333333333333333,0.03670270023718299
423.4305769,424.2132274,24.0,0.04,0.034482758620689655,0.03714429567877844
424.2136969,424.8962532,24.0,0.04,0.03225806451612903,0.037247346687836115
424.896709,425.6383551,24.0,0.04,0.03333333333333333,0.037424262838055944
425.6388108,426.45084,24.0,0.04,0.034482758620689655,0.037726102760585516
426.4513032,427.2336597,24.0,0.04,0.034482758620689655,0.037853816681402884
427.2341205,427.9161201,24.0,0.04,0.03333333333333333,0.03752048334806956
427.9165768,428.6946801,24.0,0.04,0.03333333333333333,0.03668621672069947
428.6951423,429.5373885,24.0,0.04,0.034482758620689655,0.036813081554460864
429.5378514,430.3576213,24.0,0.04,0.034482758620689655,0.03723139376587652
430.3580938,431.0842307,24.0,0.04,0.03225806451612903,0.03729642532312165
431.0846929,431.8111057,24.0,0.04,0.03225806451612903,0.03722520025189658
431.8115692,432.4910073,24.0,0.04,0.03333333333333333,0.03739801131180441
432.4914628,433.2676418,24.0,0.04,0.03225806451612903,0.03735845779894723
433.2681035,434.0772755,24.0,0.04,0.03225806451612903,0.03725019569068513
434.0777406,434.6566381,24.0,0.04,0.03333333333333333,0.03755938697318008
434.6570993,435.4536695,24.0,0.04,0.03333333333333333,0.037333333333333336
435.4541359,436.1122848,24.0,0.04,0.03333333333333333,0.03757142857142857
436.112746,436.9488509,24.0,0.04,0.03333333333333333,0.03754232804232805
436.9493319,437.7692878,24.0,0.04,0.03333333333333333,0.03783862433862433
437.769752,438.4668015,24.0,0.04,0.03333333333333333,0.03783862433862434
438.4672712,439.2279553,24.0,0.04,0.03571428571428571,0.037743386243386245
439.2284156,439.8680627,24.0,0.04,0.034482758620689655,0.03814668856048166
439.8688759,440.487977,24.0,0.04,0.034482758620689655,0.03730997993066958
440.4884334,441.3073947,24.0,0.04,0.034482758620689655,0.03736533198602164
441.3078697,442.0071025,24.0,0.04,0.03225806451612903,0.03610806834166122
442.0075719,442.7651832,24.0,0.04,0.03333333333333333,0.03676236088305053
442.7656514,443.6005404,24.0,0.04,0.034482758620689655,0.037376117496807144
443.6010053,444.4063034,24.0,0.04,0.034482758620689655,0.03855482576172231
444.4067704,445.1074396,24.0,0.04,0.03571428571428571,0.03861640211640212
445.107902,445.819849,24.0,0.04,0.03333333333333333,0.038727513227513236
445.8203097,446.5526561,24.0,0.04,0.03571428571428571,0.03891269841269842
